,alias,categories,id,image_url,name,price,rating,review_count,transactions,url,long,lat,geometry,neighbourhood,price_int,chain,store_add1,store_add2,store_add3,store_zip_code
2281,the-coffee-bean-and-tea-leaf-los-angeles-112,['coffee'],Nbpus-gktm7aBfCsa5h8OQ,https://s3-media1.fl.yelpcdn.com/bphoto/oIus-uIPMfmCXZfpLi1Wbw/o.jpg,The Coffee Bean & Tea Leaf,$,2.5,126,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-112?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.440339,34.054107,POINT (-118.440339 34.054107),Westwood,1,TRUE,1500 Westwood Blvd,,,90024
2283,the-coffee-bean-and-tea-leaf-los-angeles-17,['coffee'],iAFeSOM1RaiLlkhMheRfpg,https://s3-media3.fl.yelpcdn.com/bphoto/1TXNMRKntSsxqGykCHw62w/o.jpg,The Coffee Bean & Tea Leaf,$,3.5,69,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-17?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.42453,34.0576999,POINT (-118.42453 34.0576999),Westwood,1,TRUE,10401 Santa Monica Blvd,,,90025
2285,upside-down-los-angeles,['coffee'],35ZV-tvmpEGenx7dx_fGbA,https://s3-media4.fl.yelpcdn.com/bphoto/6YKLSGGdYbFGRnBxDXQamw/o.jpg,Upside Down,,5,14,[],https://www.yelp.com/biz/upside-down-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4475,34.0634,POINT (-118.4475 34.0634),Westwood,,FALSE,10962 Le Conte Ave,,,90024
2286,espresso-profeta-los-angeles,['coffee'],7MtJs6pZ4uQ4ZdVh4sJMsQ,https://s3-media3.fl.yelpcdn.com/bphoto/D70cXXrfSedZasgBSHxoxQ/o.jpg,Espresso Profeta,$$,3.5,816,[],https://www.yelp.com/biz/espresso-profeta-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4442062,34.06023407,POINT (-118.444206237793 34.0602340698242),Westwood,2,FALSE,1129 Glendon Ave,,,90024
2287,ministry-of-coffee-los-angeles,"['coffee', 'breakfast_brunch', 'juicebars']",C27AlKzYzTJwi3bNAWIXpQ,https://s3-media1.fl.yelpcdn.com/bphoto/aCJsjsNIguX6gpltLOyO7A/o.jpg,Ministry Of Coffee,$$,3.5,244,[],https://www.yelp.com/biz/ministry-of-coffee-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4439215,34.0621806,POINT (-118.4439215 34.0621806),Westwood,2,FALSE,1010 Glendon Ave,,,90024
2288,peets-coffee-los-angeles-4,['coffee'],KzuxFNzfdx7BcSvM8FfANw,https://s3-media1.fl.yelpcdn.com/bphoto/S7ibr78go2fVD58rqwPFBg/o.jpg,Peet's Coffee,$,4,179,[],https://www.yelp.com/biz/peets-coffee-los-angeles-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.44445,34.05994,POINT (-118.44445 34.05994),Westwood,1,TRUE,1154 Westwood Blvd,,,90024
2289,starbucks-los-angeles-17,['coffee'],meXU5mzbXhnpjFjEtEaoqg,https://s3-media3.fl.yelpcdn.com/bphoto/gP32hn5kNn8AJ_8ppvM51Q/o.jpg,Starbucks,$,3,258,[],https://www.yelp.com/biz/starbucks-los-angeles-17?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.447346,34.062529,POINT (-118.447346 34.062529),Westwood,1,TRUE,10955 West Weyburn,,,90024
2292,the-coffee-bean-and-tea-leaf-westwood-2,['coffee'],TjcXl6QUJxb5kdcpTzYUOw,https://s3-media3.fl.yelpcdn.com/bphoto/KqUlNi_Be4Xn-NXdX0GZyA/o.jpg,The Coffee Bean & Tea Leaf,$,3,100,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-westwood-2?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4453787,34.06268933,POINT (-118.44537867 34.06268933),Westwood,1,TRUE,950 Westwood Blvd,,,90024
2293,starbucks-los-angeles-4,['coffee'],2vHT7_RU0QC1hUSBnqqYvg,https://s3-media2.fl.yelpcdn.com/bphoto/4FCCrCo-HFDwgsFEk0qp0Q/o.jpg,Starbucks,$$,3,115,[],https://www.yelp.com/biz/starbucks-los-angeles-4?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.444752,34.05944889,POINT (-118.444752 34.059448891988),Westwood,2,TRUE,1161 Westwood Blvd.,,,90024
2296,lollicup-fresh-los-angeles-4,"['coffee', 'juicebars', 'bubbletea']",z-PcXAnQVVEampVDhGQGKg,https://s3-media3.fl.yelpcdn.com/bphoto/9qD2YXBEY7m7RNwdy5Zbsw/o.jpg,Lollicup Fresh,$,3.5,52,[],https://www.yelp.com/biz/lollicup-fresh-los-angeles-4?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4452246,34.06012202,POINT (-118.445224620627 34.0601220184985),Westwood,1,FALSE,1131 Westwood Blvd,,,90024
2297,starbucks-los-angeles-328,['coffee'],ehofu7XpWLs5A8PZ9rYlFw,https://s3-media3.fl.yelpcdn.com/bphoto/uDWC0KrnwqVDLAwWn3fYEA/o.jpg,Starbucks,$,3,30,[],https://www.yelp.com/biz/starbucks-los-angeles-328?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.443839,34.062799,POINT (-118.443839 34.062799),Westwood,1,TRUE,10861 Weyburn Ave,,Target,90024
2298,coco-fresh-tea-and-juice-los-angeles-4,"['coffee', 'bubbletea', 'juicebars']",ym2soBh6ktHjLrv6UN3l6g,https://s3-media2.fl.yelpcdn.com/bphoto/3Gli2Pp5XjmWJkxDq-wMhQ/o.jpg,CoCo Fresh Tea & Juice,$,3.5,286,[],https://www.yelp.com/biz/coco-fresh-tea-and-juice-los-angeles-4?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.445842,34.06351178,POINT (-118.445842003811 34.0635117804063),Westwood,1,TRUE,10912 Le Conte Ave,,,90024
2299,cafÃ©-synapse-los-angeles-2,"['coffee', 'pizza', 'sandwiches']",yirNnFJ8Mo8wN5Oy8hG6xQ,https://s3-media4.fl.yelpcdn.com/bphoto/EUTPS_83QEZSHUv9ymlBpg/o.jpg,CafÃ© Synapse,$,3.5,51,[],https://www.yelp.com/biz/caf%C3%A9-synapse-los-angeles-2?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4446731,34.06715132,POINT (-118.444673097288 34.0671513173607),Westwood,1,FALSE,754 Charles E Young Dr S,,,90024
2300,court-of-sciences-student-center-los-angeles-2,['coffee'],dwksGXxMaOqjiosc6uFFVg,https://s3-media3.fl.yelpcdn.com/bphoto/Bh55asO3CbHIiR4tk4pHrA/o.jpg,Court of Sciences Student Center,$$,3.5,20,[],https://www.yelp.com/biz/court-of-sciences-student-center-los-angeles-2?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4448929,34.0674019,POINT (-118.4448929 34.0674019),Westwood,2,FALSE,570 Westwood Plz,,UCLA,90095
2302,habibi-cafe-los-angeles,"['coffee', 'mideastern', 'hookah_bars']",a8zs0zfAHa231nGGUutvrQ,https://s3-media3.fl.yelpcdn.com/bphoto/Q_U9ZBBjMBi0XWePxxIS_w/o.jpg,Habibi Cafe,$$,2.5,551,[],https://www.yelp.com/biz/habibi-cafe-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.447217,34.06314409,POINT (-118.447216960192 34.0631440907026),Westwood,2,FALSE,923 Broxton Ave,,,90024
2303,southern-lights-los-angeles,['coffee'],_pM4auWs2jTpyHez-YOASg,https://s3-media3.fl.yelpcdn.com/bphoto/w21-X929mcLzLRIrIPxKbg/o.jpg,Southern Lights,$,2.5,11,[],https://www.yelp.com/biz/southern-lights-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4424233,34.06835166,POINT (-118.442423343658 34.0683516578329),Westwood,1,FALSE,570 Westwood Plz,,Bombshelter,90095
2304,kerckhoff-coffee-house-los-angeles,"['coffee', 'icecream']",OXSux90kup0AVKoqF2r_rA,https://s3-media4.fl.yelpcdn.com/bphoto/eVl17cIWSwTcz_RJuTRmlA/o.jpg,Kerckhoff Coffee House,$,3.5,104,[],https://www.yelp.com/biz/kerckhoff-coffee-house-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4433134,34.07060346,POINT (-118.443313372293 34.0706034608698),Westwood,1,FALSE,Ucla Campus,"Kerckhoff Hall, Fl 2",,90095
2305,the-study-at-hedrick-los-angeles-2,['coffee'],zILBSP7PvnqiRVhb3tOapQ,https://s3-media1.fl.yelpcdn.com/bphoto/aCu5Ku5_15e79PJ5XoWEGw/o.jpg,The Study at Hedrick,$$,3.5,23,[],https://www.yelp.com/biz/the-study-at-hedrick-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4529409,34.0738139,POINT (-118.4529409 34.0738139),Westwood,2,FALSE,250 De Neve Dr,,,90024
2307,stage-canteen-los-angeles,"['coffee', 'internetcafe', 'sandwiches']",a2xU0sFv_-g38SUyNgespQ,https://s3-media4.fl.yelpcdn.com/bphoto/pa0q2tY6BahUOK5M0XA9pA/o.jpg,Stage Canteen,$,3.5,8,[],https://www.yelp.com/biz/stage-canteen-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.44862,34.07138756,POINT (-118.448619968262 34.07138755979739),Westwood,1,FALSE,245 Charles E Young Dr,,Macgowan Hall,90095
2308,bruin-buzz-los-angeles,['coffee'],x6M5SjgjDjxWWBkxYvtLCA,https://s3-media2.fl.yelpcdn.com/bphoto/scWCbZIfXuDRHpjI1iLklw/o.jpg,Bruin Buzz,$,3,16,[],https://www.yelp.com/biz/bruin-buzz-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.444233,34.070384,POINT (-118.444233 34.070384),Westwood,1,FALSE,308 Westwood Plz,Ackerman Fl 1,,90095
2309,relaxtations-los-angeles,"['coffee', 'gourmet']",Is-nXa9J7mIIgvFxydCv8A,,Relaxtations,$,3,3,[],https://www.yelp.com/biz/relaxtations-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4447634,34.0685054,POINT (-118.4447634 34.0685054),Westwood,1,FALSE,308 Westwood Plaza Ackerman 1st,Fl oor,,90024
2310,espresso-roma-cafe-los-angeles,['coffee'],bG9ClLF1FYFuSqC1xvdQRg,,Espresso Roma Cafe,$,3,17,[],https://www.yelp.com/biz/espresso-roma-cafe-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.443051,34.073983,POINT (-118.443051 34.073983),Westwood,1,FALSE,110 Westwood Plz,Ste F,,90095
2311,the-coffee-bean-and-tea-leaf-los-angeles-46,['coffee'],oXPFsfVr5sYQx2fz2yK4fA,https://s3-media3.fl.yelpcdn.com/bphoto/ZiHL-nhdf_Vs3Vy4o0Oa_g/o.jpg,The Coffee Bean & Tea Leaf,$,4,8,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-46?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4384,34.07025,POINT (-118.4384 34.07025),Westwood,1,TRUE,574 Hilgard Ave,Hillel Student Center UCLA,,90024
2312,jimmys-coffee-house-los-angeles,['coffee'],9TfRFaJ43IL64y8DWf2iOg,https://s3-media3.fl.yelpcdn.com/bphoto/ERFnd8FHzkyl3PwG2aKxmg/o.jpg,Jimmy's Coffee House,$,3,16,[],https://www.yelp.com/biz/jimmys-coffee-house-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.439267,34.073913,POINT (-118.439267 34.073913),Westwood,1,FALSE,398 Portola Plz,,Valle Commons,90024
2313,evelyn-and-mo-ostin-music-cafÃ©-los-angeles,['coffee'],dk-mRiQLfDC7OXJilF0Msg,https://s3-media4.fl.yelpcdn.com/bphoto/jAAmhSDRWPl0aYU9Yo8Gjg/o.jpg,Evelyn & Mo Ostin Music CafÃ©,$,3.5,11,[],https://www.yelp.com/biz/evelyn-and-mo-ostin-music-caf%C3%A9-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4403753,34.07036531,POINT (-118.44037529827 34.0703653142189),Westwood,1,FALSE,460 Portola Plz,,University of California,90095
2314,lu-valle-commons-los-angeles,['coffee'],QpgRPWVFLtQrk6vQJk7wRw,https://s3-media1.fl.yelpcdn.com/bphoto/ifBew0mDr3thFOs3Sfvs5Q/o.jpg,Lu Valle Commons,$,2.5,33,[],https://www.yelp.com/biz/lu-valle-commons-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4393537,34.07313667,POINT (-118.439353696791 34.0731366684163),Westwood,1,FALSE,308 Westwood Plz,,,90024
2315,untitled-broad-arts-cafÃ©-los-angeles,['coffee'],vUi8hk78zNOVaMQ-JKq2Wg,https://s3-media1.fl.yelpcdn.com/bphoto/eUX7F9Q89lE7yejvz6VxRg/o.jpg,Untitled - Broad Arts CafÃ©,$$,3,6,[],https://www.yelp.com/biz/untitled-broad-arts-caf%C3%A9-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4408891,34.07604339,POINT (-118.440889120102 34.0760433920515),Westwood,2,FALSE,240 Charles E Young Dr,Ste 2275,Broad Art Center,90095
2316,cafÃ©-451-los-angeles-2,"['coffee', 'cafes']",qCj9vRr90rAlm44bEPV8iA,https://s3-media2.fl.yelpcdn.com/bphoto/VBIEIJbfD1LeCXJ7mNkLZw/o.jpg,CafÃ© 451,$,3,9,[],https://www.yelp.com/biz/caf%C3%A9-451-los-angeles-2?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.441449,34.075246,POINT (-118.441449 34.075246),Westwood,1,FALSE,280 Charles E Young Dr N,Charles E Young Research Library,1 Fl,90095
2325,the-coffee-bean-and-tea-leaf-century-city,['coffee'],BrzdkJvzbBkw_JlEEg7ITQ,https://s3-media2.fl.yelpcdn.com/bphoto/EeBFg45U1gYRhEYxaBX5gA/o.jpg,The Coffee Bean & Tea Leaf,$,3.5,22,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-century-city?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4188177,34.05777204,POINT (-118.418817720238 34.05777204416631),Century City,1,TRUE,10250 Santa Monica Blvd,Space 9022,,90067
2326,lette-macarons-los-angeles-8,"['coffee', 'macarons', 'desserts']",cauDRpzqKgpkuq17IXoWXg,https://s3-media1.fl.yelpcdn.com/bphoto/Kkw4e1P6axRDjfBVrZ7lEw/o.jpg,'Lette Macarons,$$,4,25,[],https://www.yelp.com/biz/lette-macarons-los-angeles-8?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4191996,34.05807285,POINT (-118.419199629628 34.0580728496089),Century City,2,FALSE,10250 Santa Monica Blvd,,,90067
2327,kellys-coffee-and-fudge-factory-los-angeles-2,['coffee'],DyOPtay-CVLuqBAFD8EYpw,https://s3-media1.fl.yelpcdn.com/bphoto/jMdm08sp-TTBAz38UJRN2g/o.jpg,Kelly's Coffee & Fudge Factory,$,2,25,[],https://www.yelp.com/biz/kellys-coffee-and-fudge-factory-los-angeles-2?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.418308,34.058188,POINT (-118.418308 34.058188),Century City,1,FALSE,10250 Santa Monica Blvd,,,90067
2328,the-coffee-bean-and-tea-leaf-century-city-2,['coffee'],VKfL2uiZ5kFdUSBh9pUCwQ,https://s3-media2.fl.yelpcdn.com/bphoto/HKmglrXAMggwGGek0xSasg/o.jpg,The Coffee Bean & Tea Leaf,$,4,34,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-century-city-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.413888,34.058118,POINT (-118.413888 34.058118),Century City,1,TRUE,2000 Ave of the Stars,#100,,90067
2329,moes-cafe-los-angeles,"['coffee', 'tradamerican', 'cafeteria']",ePxw3RXlL6bjKsBqIbMrwA,https://s3-media3.fl.yelpcdn.com/bphoto/wbzryYULx6q2VGTdMyqXdA/o.jpg,Moe's Cafe,$,4,27,[],https://www.yelp.com/biz/moes-cafe-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.410053,34.051464,POINT (-118.410053 34.051464),Century City,1,FALSE,10201 W Pico Blvd,Bldg 103,Fox Studios,90064
2330,peets-coffee-los-angeles-11,['coffee'],leEGqn4xfHXVz8KdQXHOVQ,https://s3-media1.fl.yelpcdn.com/bphoto/Q1bigMLHmmoXKDdvK06Cag/o.jpg,Peet's Coffee,$,3,2,[],https://www.yelp.com/biz/peets-coffee-los-angeles-11?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4133983,34.05490765,POINT (-118.413398310453 34.0549076462457),Century City,1,TRUE,2121 Avenue Of The Stars,Ste 100,,90067
2331,la-colombe-los-angeles-2,['coffeeroasteries'],Z3sflrc9515vqEAaWT9NCg,https://s3-media2.fl.yelpcdn.com/bphoto/fu81hpEfs3cXnAybFLaLsw/o.jpg,La Colombe,$$,4,105,[],https://www.yelp.com/biz/la-colombe-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4185783,34.05946098,POINT (-118.418578299438 34.0594609834077),Century City,2,FALSE,10250 Santa Monica Blvd,Ste 1620,,90067
2332,blue-bottle-coffee-los-angeles-28,['coffee'],q6Ur-lQB4wbg2cEQR4MiAA,https://s3-media1.fl.yelpcdn.com/bphoto/RNgHGCOHnfPfYv21flj1Mg/o.jpg,Blue Bottle Coffee,$$,4,24,[],https://www.yelp.com/biz/blue-bottle-coffee-los-angeles-28?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.41982,34.0599599,POINT (-118.41982 34.0599599),Century City,2,TRUE,10250 Santa Monica Blvd,Ste 1765,,90067
2333,breakroom-coffee-and-food-los-angeles,"['coffee', 'cafes', 'breakfast_brunch']",muEnq9ueD6QJ-RK66UpsEQ,https://s3-media3.fl.yelpcdn.com/bphoto/96EfdwsakQ4QXoJWGtdBnA/o.jpg,Breakroom Coffee & Food,$,5,42,[],https://www.yelp.com/biz/breakroom-coffee-and-food-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4163132,34.06138611,POINT (-118.416313171387 34.0613861083984),Century City,1,FALSE,10100 Santa Monica Blvd,Ste 160,,90067
2334,caffe-lavazza-los-angeles,"['coffee', 'breakfast_brunch', 'bakeries']",B4gehzTrpHs8WtS3Je9jNg,https://s3-media2.fl.yelpcdn.com/bphoto/jke6Qdji2pcILx79nIfvow/o.jpg,Caffe Lavazza,$$,4,17,[],https://www.yelp.com/biz/caffe-lavazza-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4192875,34.05853405,POINT (-118.419287479285 34.0585340520776),Century City,2,FALSE,10250 Santa Monica Blvd,,,90067
2335,starbucks-century-city-4,['coffee'],eJ7JZ38xcfuYl7bPOr3UeA,https://s3-media3.fl.yelpcdn.com/bphoto/C_nxXyK5arUATXHN7CJN2w/o.jpg,Starbucks,$$,3.5,39,[],https://www.yelp.com/biz/starbucks-century-city-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.416694,34.058455,POINT (-118.416694 34.058455),Century City,2,TRUE,1999 Avenue of the Stars,,,90067
2337,caffe-vergnano-los-angeles,"['coffeeroasteries', 'coffee']",C2AjP0DSkNTXTSXXr-NAXQ,https://s3-media2.fl.yelpcdn.com/bphoto/99w65YmjmYkjp8y1yfnhwA/o.jpg,Caffe Vergnano,$$,3.5,9,[],https://www.yelp.com/biz/caffe-vergnano-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.41982,34.0599599,POINT (-118.41982 34.0599599),Century City,2,FALSE,10250 Santa Monica Blvd,,,90067
2338,nordstrom-ebar-artisan-coffee-los-angeles,['coffee'],pf1zkRKb40MSO9hVXD33nA,https://s3-media2.fl.yelpcdn.com/bphoto/xRh7FgLv7HMT6wQSssNiTw/o.jpg,Nordstrom Ebar Artisan Coffee,$,5,6,[],https://www.yelp.com/biz/nordstrom-ebar-artisan-coffee-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.41982,34.0599599,POINT (-118.41982 34.0599599),Century City,1,TRUE,10250 Santa Monica Blvd,,,90067
2339,nespresso-boutique-at-bloomingdales-los-angeles,"['coffee', 'cafes', 'coffeeroasteries']",kgDB9Ed6uEU_-vYeSSjmlQ,https://s3-media2.fl.yelpcdn.com/bphoto/DcNqm2-iNvF0TmGASX5xPQ/o.jpg,Nespresso Boutique at Bloomingdales,$$,4,59,[],https://www.yelp.com/biz/nespresso-boutique-at-bloomingdales-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.4200354,34.0595364,POINT (-118.42003544313 34.0595364038356),Century City,2,FALSE,10250 Santa Monica Boulevard,3rd Fl,,90067
2340,starbucks-century-city-3,['coffee'],qcdUOqVRO846IDhNhk6wuw,https://s3-media1.fl.yelpcdn.com/bphoto/jNbTy0BO8eFEMihwR0K1qQ/o.jpg,Starbucks,$,3,49,[],https://www.yelp.com/biz/starbucks-century-city-3?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.414709,34.060741,POINT (-118.414709 34.060741),Century City,1,TRUE,1875 Century Park East,,,90067
2341,starbucks-century-city-2,['coffee'],X-sOYMIH0xEd-4mQIhZs9A,https://s3-media2.fl.yelpcdn.com/bphoto/MmORwfE15aijCCAx-bEOHg/o.jpg,Starbucks,$,4,54,[],https://www.yelp.com/biz/starbucks-century-city-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.413876,34.059425,POINT (-118.413876 34.059425),Century City,1,TRUE,2049 Century Park East,,,90067
2348,the-coffee-bean-and-tea-leaf-los-angeles-53,['coffee'],YDBmmsm7Bmk9Vy1BB5pX2g,https://s3-media3.fl.yelpcdn.com/bphoto/zy_bkGSzdgzFCkeS7TpBWA/o.jpg,The Coffee Bean & Tea Leaf,$$,3,50,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-53?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39649,34.05561,POINT (-118.39649 34.05560999999999),Pico-Robertson,2,TRUE,9541 W Pico Blvd,,,90035
